,date,symbol,open,close,low,high,volume
171532,2011-06-15,AMZN,188.039993,185.979996,185.300003,192.449997,6317700
172002,2011-06-16,AMZN,185.740005,183.649994,181.589996,187,6032100
172472,2011-06-17,AMZN,186.509995,186.369995,184.639999,187.389999,6322200
172942,2011-06-20,AMZN,185.960007,187.720001,185.570007,188.850006,2831700
173412,2011-06-21,AMZN,188.300003,194.229996,187.119995,195,4182600
173882,2011-06-22,AMZN,193.960007,191.630005,191.320007,195.199997,3129700
174352,2011-06-23,AMZN,189.5,194.160004,188.300003,194.460007,4609600
174822,2011-06-24,AMZN,193.880005,192.550003,191.350006,194.919998,3614500
175292,2011-06-27,AMZN,194.5,201.25,194.029999,202.580002,6100700
175762,2011-06-28,AMZN,201.919998,202.350006,200.600006,202.880005,3825300
176232,2011-06-29,AMZN,202.669998,204.179993,201.029999,206.25,4608900
176702,2011-06-30,AMZN,200.779999,204.490005,200.5,205.199997,4448100
177172,2011-07-01,AMZN,205.550003,209.490005,203.610001,210.270004,4008700
177642,2011-07-05,AMZN,208.759995,213.190002,208.729996,214.449997,3585200
178112,2011-07-06,AMZN,212.119995,214.190002,211.009995,214.399994,2607600
178582,2011-07-07,AMZN,215.089996,216.740005,215.089996,217.800003,3144900
179052,2011-07-08,AMZN,214.300003,218.279999,213.25,218.320007,3707900
179522,2011-07-11,AMZN,216.740005,212.550003,211,217.5,4033700
179992,2011-07-12,AMZN,214.639999,211.229996,211.119995,215.649994,3985700
180462,2011-07-13,AMZN,214.699997,213.5,212.139999,216.830002,4229900
180932,2011-07-14,AMZN,213.580002,210.380005,209.380005,215.910004,3902500
181402,2011-07-15,AMZN,213.080002,212.869995,209.289993,214.529999,4072600
181872,2011-07-18,AMZN,212.529999,211.529999,208.289993,213.389999,2898100
182342,2011-07-19,AMZN,213.770004,218.059998,213.770004,218.399994,4437200
182812,2011-07-20,AMZN,220.050003,215.550003,214.410004,220.199997,3372900
183282,2011-07-21,AMZN,216.740005,213.210007,211.070007,217.089996,4545300
183752,2011-07-22,AMZN,213.860001,216.520004,211.110001,217.949997,3591700
184222,2011-07-25,AMZN,215.490005,213.490005,213,216.080002,3342800
184692,2011-07-26,AMZN,214.990005,214.179993,210.350006,215.600006,9863600
185162,2011-07-27,AMZN,224.389999,222.520004,219.619995,227.199997,12955600
185632,2011-07-28,AMZN,223.270004,223.899994,220.229996,225.949997,5354900
186102,2011-07-29,AMZN,221.289993,222.520004,219.509995,225.75,5167700
186572,2011-08-01,AMZN,225,221.320007,217.660004,227.449997,5789300
187042,2011-08-02,AMZN,220.320007,211.699997,211.300003,222.429993,6586700
187512,2011-08-03,AMZN,212.970001,209.960007,205.539993,214.830002,8197100
187982,2011-08-04,AMZN,206.729996,201.479996,201.449997,208,6579500
188452,2011-08-05,AMZN,204.669998,202.699997,194.839996,207.320007,10024000
188922,2011-08-08,AMZN,196.399994,193.699997,190.050003,200.389999,10427500
189392,2011-08-09,AMZN,196.699997,205.089996,190.460007,205.089996,10491200
189862,2011-08-10,AMZN,200.759995,194.130005,193.600006,202.399994,8757600
190332,2011-08-11,AMZN,197.009995,198.360001,191.360001,200.850006,7401900
190802,2011-08-12,AMZN,200.279999,202.300003,197.210007,204.559998,5620400
191272,2011-08-15,AMZN,202.059998,202.949997,198.320007,205.279999,4785900
191742,2011-08-16,AMZN,201.139999,197.679993,194.75,201.389999,5205900
192212,2011-08-17,AMZN,198.529999,195.929993,193.740005,199.600006,3991100
192682,2011-08-18,AMZN,191.210007,182.520004,179.720001,191.339996,8275200
193152,2011-08-19,AMZN,180.289993,178.929993,177.550003,190,7244200
193622,2011-08-22,AMZN,182.830002,177.539993,177.100006,184.199997,5313700
194092,2011-08-23,AMZN,178.919998,193.550003,178.520004,194.839996,7351600
194562,2011-08-24,AMZN,193.889999,193.729996,190.169998,196.309998,6248700
195032,2011-08-25,AMZN,194.410004,192.029999,191.070007,196.990005,3760800
195502,2011-08-26,AMZN,191.240005,199.270004,189.600006,199.720001,5310700
195972,2011-08-29,AMZN,202.820007,206.529999,202.550003,206.669998,4511000
196442,2011-08-30,AMZN,205.779999,210.919998,204.320007,212.490005,5915700
196912,2011-08-31,AMZN,212.270004,215.229996,211.350006,216.169998,7405000
197382,2011-09-01,AMZN,215.279999,212.539993,211.619995,217.639999,5275300
197852,2011-09-02,AMZN,208.940002,210,207,210.690002,4232000
198322,2011-09-06,AMZN,204.770004,216.179993,204.470001,216.600006,6216200
198792,2011-09-07,AMZN,218.800003,219.899994,214.220001,220.190002,5295800
199262,2011-09-08,AMZN,218.300003,217.259995,216.339996,220.639999,4397900
199732,2011-09-09,AMZN,215.050003,211.389999,209.75,216.960007,4574300
200202,2011-09-12,AMZN,208.75,216.559998,208.649994,216.660004,5342100
200672,2011-09-13,AMZN,217.789993,219.529999,215.009995,219.949997,4835900
201142,2011-09-14,AMZN,220.220001,222.570007,216.720001,224.990005,5881700
201612,2011-09-15,AMZN,223.990005,226.779999,221.25,227.199997,5608800
202082,2011-09-16,AMZN,227.570007,239.300003,226.740005,240.440002,11753000
202552,2011-09-19,AMZN,237.110001,241.690002,232.880005,244,8223300
203022,2011-09-20,AMZN,240.800003,233.25,231.029999,241.050003,7385500
203492,2011-09-21,AMZN,234.509995,231.869995,231.809998,240.520004,5881500
203962,2011-09-22,AMZN,224.720001,223.229996,219,228.789993,8254600
204432,2011-09-23,AMZN,220.509995,223.610001,219.059998,224.490005,6468100
204902,2011-09-26,AMZN,227.479996,229.850006,221.399994,230.240005,5794100
205372,2011-09-27,AMZN,234.220001,224.210007,222.399994,234.75,7837500
205842,2011-09-28,AMZN,226.350006,229.710007,225.600006,235.809998,14436900
206312,2011-09-29,AMZN,234.169998,222.440002,216.289993,234.300003,9378500
206782,2011-09-30,AMZN,218.190002,216.229996,215.210007,223,6550300
207252,2011-10-03,AMZN,217.009995,211.979996,211.389999,221.600006,6624400
207722,2011-10-04,AMZN,209.619995,212.5,200.429993,215,8711600
208192,2011-10-05,AMZN,212.529999,219.5,208.479996,220.169998,6508200
208662,2011-10-06,AMZN,220.279999,221.509995,217.550003,223.619995,6849300
209132,2011-10-07,AMZN,222.479996,224.740005,218.410004,227.899994,6784300
209602,2011-10-10,AMZN,226.229996,231.320007,224.100006,232.800003,5143100
210072,2011-10-11,AMZN,230.600006,235.479996,229,236.75,5003700
210542,2011-10-12,AMZN,236.639999,236.809998,234.330002,241.839996,6510800
211012,2011-10-13,AMZN,237,236.149994,235.229996,239.679993,4833500
211482,2011-10-14,AMZN,240.869995,246.710007,240.179993,246.710007,5923700
211952,2011-10-17,AMZN,244.289993,242.330002,240.669998,246.710007,4779000
212422,2011-10-18,AMZN,242.309998,243.880005,236.619995,244.610001,4609700
212892,2011-10-19,AMZN,240.669998,231.529999,229.25,243.330002,6715100
213362,2011-10-20,AMZN,232.130005,233.610001,229.800003,234.740005,4524900
213832,2011-10-21,AMZN,236.910004,234.779999,230.600006,237,4572500
214302,2011-10-24,AMZN,236.020004,237.610001,234,240.470001,4975800
214772,2011-10-25,AMZN,238.589996,227.149994,225.889999,239.009995,14012600
215242,2011-10-26,AMZN,203.690002,198.399994,196.509995,207.580002,24134200
215712,2011-10-27,AMZN,204.259995,206.779999,201.100006,208.600006,10774300
216182,2011-10-28,AMZN,206.529999,217.320007,205.75,218.399994,9880400
216652,2011-10-31,AMZN,215.789993,213.509995,213.039993,218.889999,7343300
217122,2011-11-01,AMZN,208.110001,212.100006,207.429993,216.210007,8511800
217592,2011-11-02,AMZN,215.550003,215.619995,212.720001,216.789993,6122000
218062,2011-11-03,AMZN,216.300003,218.289993,213.020004,218.5,5315000
218532,2011-11-04,AMZN,217.649994,216.479996,214.330002,218.229996,4065800
219002,2011-11-07,AMZN,216.839996,217,214,220.199997,3860000
219472,2011-11-08,AMZN,219.199997,217.990005,215.210007,219.350006,3914500
219942,2011-11-09,AMZN,214.949997,211.220001,210.600006,215.699997,4680600
220412,2011-11-10,AMZN,213.5,210.789993,208.100006,214.059998,5044600
220882,2011-11-11,AMZN,212.520004,217.389999,210.309998,217.880005,5163100
221352,2011-11-14,AMZN,215.649994,218.929993,214.25,222.350006,6522200
221822,2011-11-15,AMZN,218,217.830002,214.259995,220.330002,5739000
222292,2011-11-16,AMZN,216.270004,211.990005,211.229996,216.970001,5509400
222762,2011-11-17,AMZN,212.509995,204.520004,202.100006,212.899994,7983100
223232,2011-11-18,AMZN,205.330002,197.139999,197.110001,205.339996,8437500
223702,2011-11-21,AMZN,193.289993,189.25,185.050003,193.360001,11321200
224172,2011-11-22,AMZN,186.949997,192.339996,183.580002,194.039993,9915600
224642,2011-11-23,AMZN,193.059998,188.990005,187.889999,194.600006,8011300
225112,2011-11-25,AMZN,190.410004,182.399994,181.509995,190.830002,4972000
225582,2011-11-28,AMZN,191.649994,194.149994,190.539993,194.619995,7207300
226052,2011-11-29,AMZN,194.779999,188.389999,187.300003,195.5,6575100
226522,2011-11-30,AMZN,194.759995,192.289993,188.75,195.300003,7717000
226992,2011-12-01,AMZN,191.850006,197.130005,191.589996,198.070007,7327700
227462,2011-12-02,AMZN,197.070007,196.029999,195.179993,199.660004,7526200
227932,2011-12-05,AMZN,198.860001,196.240005,193.669998,199,5922100
228402,2011-12-06,AMZN,195.979996,191.990005,190.110001,198.320007,5202000
228872,2011-12-07,AMZN,191.029999,195.320007,189.119995,196.710007,6427300
229342,2011-12-08,AMZN,193.570007,190.479996,190.080002,195.889999,4361100
229812,2011-12-09,AMZN,191.210007,193.029999,188.399994,193.949997,5158800
230282,2011-12-12,AMZN,190.029999,189.520004,187.630005,191.149994,4343200
230752,2011-12-13,AMZN,188.559998,180.509995,178.5,189.679993,9297300
231222,2011-12-14,AMZN,179,180.210007,170.25,180.75,11614200
231692,2011-12-15,AMZN,182.050003,181.259995,179.529999,184.800003,7259900
232162,2011-12-16,AMZN,182.419998,181.259995,180.309998,184.410004,6664100
232632,2011-12-19,AMZN,182,179.330002,179,183.169998,4533600
233102,2011-12-20,AMZN,182.690002,182.520004,180.539993,183.169998,4600100
233572,2011-12-21,AMZN,181.919998,174.350006,172.490005,183.5,8066700
234042,2011-12-22,AMZN,175.089996,179.029999,174.210007,179.669998,4694900
234512,2011-12-23,AMZN,179.220001,177.279999,175.600006,179.679993,3496500
234982,2011-12-27,AMZN,177.729996,176.270004,176.160004,178.589996,2950900
235452,2011-12-28,AMZN,176.389999,173.889999,172.279999,176.649994,3659500
235922,2011-12-29,AMZN,169.619995,173.860001,166.970001,174.550003,8209300
236392,2011-12-30,AMZN,173.360001,173.100006,172.490005,175.169998,4279800
236862,2012-01-03,AMZN,175.889999,179.029999,175.550003,179.479996,5110800
237332,2012-01-04,AMZN,179.210007,177.509995,176.070007,180.5,4205200
237802,2012-01-05,AMZN,175.940002,177.610001,174.050003,178.25,3809100
238272,2012-01-06,AMZN,178.070007,182.610001,177.5,184.649994,7008400
238742,2012-01-09,AMZN,182.759995,178.559998,177,184.369995,5056900
239212,2012-01-10,AMZN,181.100006,179.339996,177.100006,182.399994,3985800
239682,2012-01-11,AMZN,179.639999,178.899994,178.190002,180.770004,3102700
240152,2012-01-12,AMZN,179.419998,175.929993,175.75,179.490005,5385800
240622,2012-01-13,AMZN,175.809998,178.419998,173.5,178.800003,4753500
241092,2012-01-17,AMZN,180.149994,181.660004,178.509995,183.300003,5644500
241562,2012-01-18,AMZN,181.940002,189.440002,181.119995,190.25,7473500
242032,2012-01-19,AMZN,190.880005,194.449997,190.360001,195.940002,7096000
242502,2012-01-20,AMZN,190.710007,190.929993,189.039993,192.899994,5610300
242972,2012-01-23,AMZN,190.789993,186.089996,185.229996,191.729996,4585300
243442,2012-01-24,AMZN,185,187,183.820007,188.410004,4673800
243912,2012-01-25,AMZN,186.990005,187.800003,184.610001,188.169998,4306400
244382,2012-01-26,AMZN,189.300003,193.320007,188.729996,194.850006,5873600
244852,2012-01-27,AMZN,193.089996,195.369995,192.330002,196.5,4659000
245322,2012-01-30,AMZN,193.679993,192.149994,190.130005,195,5424100
245792,2012-01-31,AMZN,194,194.440002,189.699997,195.630005,12772200
246262,2012-02-01,AMZN,173.809998,179.460007,172,179.949997,21336600
246732,2012-02-02,AMZN,179.649994,181.720001,176.800003,181.940002,8736300
247202,2012-02-03,AMZN,182.830002,187.679993,181.889999,187.899994,8120500
247672,2012-02-06,AMZN,186.279999,183.139999,182.919998,186.559998,5310000
248142,2012-02-07,AMZN,182.649994,184.190002,182.059998,184.940002,5103900
248612,2012-02-08,AMZN,184.949997,185.479996,182.910004,186.490005,5476600
249082,2012-02-09,AMZN,184.5,184.979996,181.759995,185.690002,7189200
249552,2012-02-10,AMZN,183.419998,185.539993,182.520004,187.630005,5797100
250022,2012-02-13,AMZN,187.169998,191.589996,185.679993,192.5,6071400
250492,2012-02-14,AMZN,191.080002,191.300003,186.100006,193.570007,9527100
250962,2012-02-15,AMZN,191.289993,184.470001,183.259995,191.539993,7794400
251432,2012-02-16,AMZN,177.789993,179.929993,175.139999,181.679993,12563800
251902,2012-02-17,AMZN,180.089996,182.5,179.360001,183.410004,7418100
252372,2012-02-21,AMZN,182.649994,182.259995,180.580002,184.75,6756500
252842,2012-02-22,AMZN,181.949997,180.580002,180.289993,182.990005,5785400
253312,2012-02-23,AMZN,179.639999,178.889999,176.960007,180.75,5153800
253782,2012-02-24,AMZN,179.699997,179.130005,178.369995,180.740005,3668700
254252,2012-02-27,AMZN,177.539993,178.529999,176.5,179.190002,3706200
254722,2012-02-28,AMZN,178.899994,183.800003,177.949997,184.289993,5764500
255192,2012-02-29,AMZN,183.889999,179.690002,179.009995,184,5300300
255662,2012-03-01,AMZN,179.889999,180.039993,176.580002,180.490005,4936000
256132,2012-03-02,AMZN,179.479996,179.300003,178.919998,181.839996,3657800
256602,2012-03-05,AMZN,179,180.259995,178.179993,181.820007,4682700
257072,2012-03-06,AMZN,178.679993,181.089996,178.039993,183.5,5612200
257542,2012-03-07,AMZN,182.649994,183.770004,182.399994,185.5,4951500
258012,2012-03-08,AMZN,184.169998,187.639999,183.800003,188.380005,4221500
258482,2012-03-09,AMZN,186.789993,184.320007,183.440002,187.199997,4510600
258952,2012-03-12,AMZN,184.130005,183.389999,182.199997,185.399994,2587600
259422,2012-03-13,AMZN,183.919998,184.589996,180.770004,184.869995,4405800
259892,2012-03-14,AMZN,183.649994,182.259995,181.139999,184.320007,3699700
260362,2012-03-15,AMZN,182.020004,184.429993,180.300003,184.429993,4160100
260832,2012-03-16,AMZN,183.279999,185.050003,182.350006,185.679993,4934000
261302,2012-03-19,AMZN,183.449997,185.520004,183,186.679993,3903400
261772,2012-03-20,AMZN,184.880005,192.330002,182.880005,194.410004,9165400
262242,2012-03-21,AMZN,192.5,191.729996,191.259995,194.279999,4214400
262712,2012-03-22,AMZN,190.539993,192.399994,190.259995,194.059998,3739600
263182,2012-03-23,AMZN,192.009995,195.039993,191.800003,196.199997,5984000
263652,2012-03-26,AMZN,196.479996,202.869995,195.5,202.970001,7613700
264122,2012-03-27,AMZN,203.589996,205.440002,202.880005,209.850006,9600800
264592,2012-03-28,AMZN,206.139999,201.160004,200.309998,207,6245000
265062,2012-03-29,AMZN,201.279999,204.610001,200.630005,205.309998,5711200
265532,2012-03-30,AMZN,205.020004,202.509995,201.869995,206.850006,4438100
266002,2012-04-02,AMZN,198.020004,198.050003,197,199.899994,6430300
266472,2012-04-03,AMZN,198.240005,199.660004,197.5,202.389999,5000700
266942,2012-04-04,AMZN,196.949997,193.990005,192.360001,197.679993,5456900
267412,2012-04-05,AMZN,193.550003,194.389999,193.550003,196.029999,3217500
267882,2012-04-09,AMZN,192.020004,191.869995,190.5,194.199997,3135900
268352,2012-04-10,AMZN,192.75,186.979996,186.570007,193.520004,4455000
268822,2012-04-11,AMZN,189.630005,187.970001,186.789993,191.970001,4337800
269292,2012-04-12,AMZN,188.059998,190.690002,185.610001,192.259995,4027900
269762,2012-04-13,AMZN,189.899994,188.460007,186.259995,189.940002,3431800
270232,2012-04-16,AMZN,189.009995,185.5,183.649994,189.470001,4044300
270702,2012-04-17,AMZN,187.210007,188.389999,186.869995,190.039993,2829200
271172,2012-04-18,AMZN,188.820007,191.070007,188.740005,193.449997,4001900
271642,2012-04-19,AMZN,192.929993,191.100006,189.75,194.550003,4002400
272112,2012-04-20,AMZN,192.339996,189.979996,189.800003,193.479996,3243600
272582,2012-04-23,AMZN,188.990005,188.240005,185.509995,188.990005,3481000
273052,2012-04-24,AMZN,188.679993,190.330002,186.509995,190.699997,3376300
273522,2012-04-25,AMZN,191.669998,194.419998,191.600006,194.800003,3955100
273992,2012-04-26,AMZN,193.570007,195.990005,193.020004,196.360001,10234000
274462,2012-04-27,AMZN,224.830002,226.850006,220.220001,228.690002,22116900
274932,2012-04-30,AMZN,223.949997,231.899994,223.050003,233.839996,9756900
275402,2012-05-01,AMZN,229.399994,230.039993,228.399994,232.970001,6754900
275872,2012-05-02,AMZN,227.820007,230.25,227.399994,231.440002,4593400
276342,2012-05-03,AMZN,229.740005,229.449997,228.029999,232.529999,4055500
276812,2012-05-04,AMZN,227.800003,223.990005,223.740005,229.720001,4585200
277282,2012-05-07,AMZN,222.360001,225.160004,222.289993,226.869995,3314300
277752,2012-05-08,AMZN,223.149994,223.899994,218.199997,225.389999,4522400
278222,2012-05-09,AMZN,220.589996,222.979996,220.160004,225.779999,3712000
278692,2012-05-10,AMZN,223.910004,226.690002,221.949997,229.080002,4648400
279162,2012-05-11,AMZN,225.949997,227.679993,225.729996,230.679993,4193600
279632,2012-05-14,AMZN,225.600006,222.929993,222.509995,227.289993,3096600
280102,2012-05-15,AMZN,226.5,224.389999,223,230.610001,5713700
280572,2012-05-16,AMZN,225,224.059998,222.5,228,5261800
281042,2012-05-17,AMZN,225.050003,218.360001,218.089996,226,4505500
281512,2012-05-18,AMZN,219.410004,213.850006,212.809998,219.630005,5231700
281982,2012-05-21,AMZN,214.029999,218.110001,212.820007,219.979996,3579800
282452,2012-05-22,AMZN,218.309998,215.330002,213.960007,218.869995,3733100
282922,2012-05-23,AMZN,214.710007,217.279999,211.179993,217.550003,4243800
283392,2012-05-24,AMZN,216.979996,215.240005,212.699997,217.660004,3141100
283862,2012-05-25,AMZN,214.990005,212.889999,212.220001,215.979996,2171400
284332,2012-05-29,AMZN,214.300003,214.75,212.289993,216.550003,2693900
284802,2012-05-30,AMZN,212.139999,209.229996,207.75,212.979996,4078200
285272,2012-05-31,AMZN,209.479996,212.910004,207.110001,213.789993,4944000
285742,2012-06-01,AMZN,208.440002,208.220001,207.300003,211.229996,3951500
286212,2012-06-04,AMZN,207.399994,214.570007,206.369995,215.350006,4299600
286682,2012-06-05,AMZN,213.850006,213.210007,211.160004,216.860001,3543900
287152,2012-06-06,AMZN,214.630005,217.639999,214.520004,218.399994,2710100
287622,2012-06-07,AMZN,219.649994,218.800003,218.110001,221.490005,3503900
288092,2012-06-08,AMZN,218.610001,218.479996,216.660004,219.419998,2877000
288562,2012-06-11,AMZN,217.490005,216.5,215.199997,220.869995,3749100
289032,2012-06-12,AMZN,217.649994,216.419998,214.520004,218,2833300
289502,2012-06-13,AMZN,215.520004,214.729996,213.520004,217.380005,2325200
289972,2012-06-14,AMZN,215.259995,214.449997,212.559998,216.5,3060900
290442,2012-06-15,AMZN,215.289993,218.350006,214.460007,219.330002,3785200
290912,2012-06-18,AMZN,217.279999,222.660004,216.729996,223.759995,3369600
291382,2012-06-19,AMZN,223.259995,224.029999,221.660004,225.199997,2716600
291852,2012-06-20,AMZN,224.509995,223.020004,220.839996,224.740005,2444400
292322,2012-06-21,AMZN,223.839996,220.570007,220.520004,226.029999,2843000
292792,2012-06-22,AMZN,221.830002,222.160004,219.350006,222.509995,2187500
293262,2012-06-25,AMZN,220.300003,220.070007,218,221.589996,2382300
293732,2012-06-26,AMZN,221.449997,225.610001,221.449997,226.389999,3754100
294202,2012-06-27,AMZN,225.009995,225.619995,223.300003,227.5,2799200
294672,2012-06-28,AMZN,223.919998,221.309998,218.75,224.619995,2994800
295142,2012-06-29,AMZN,224.699997,228.350006,223.710007,228.350006,3614400
295612,2012-07-02,AMZN,229.300003,229.320007,226.339996,229.339996,2330700
296082,2012-07-03,AMZN,229.139999,229.529999,227.589996,229.529999,1331700
296552,2012-07-05,AMZN,228.619995,227.059998,226.529999,230.5,2682300
297022,2012-07-06,AMZN,226.350006,225.050003,224.179993,228.899994,3203200
297492,2012-07-09,AMZN,225,225.050003,223.449997,226,1922000
297962,2012-07-10,AMZN,226.25,219.5,218.279999,227.139999,2982100
298432,2012-07-11,AMZN,218.949997,218.369995,215.339996,221.740005,2734700
298902,2012-07-12,AMZN,216.610001,215.360001,212.610001,217.300003,2616200
299372,2012-07-13,AMZN,215.630005,218.389999,213.880005,219.309998,2221900
299842,2012-07-16,AMZN,216.600006,216.009995,214.460007,218.309998,2004200
300312,2012-07-17,AMZN,217.449997,216.929993,213.960007,217.940002,1987000
300782,2012-07-18,AMZN,216.149994,217.470001,215.710007,218.669998,2093000
301252,2012-07-19,AMZN,220.729996,226.169998,220.690002,227.5,5449400
301722,2012-07-20,AMZN,225.360001,228.289993,225.289993,229.389999,4170000
302192,2012-07-23,AMZN,224.720001,226.009995,221.539993,226.580002,5515100
302662,2012-07-24,AMZN,226.270004,223.039993,221.229996,226.610001,5008700
303132,2012-07-25,AMZN,222,217.050003,215.910004,222.5,3646700
303602,2012-07-26,AMZN,220,220.009995,214.949997,221.449997,6937400
304072,2012-07-27,AMZN,225.25,237.320007,224.5,238.339996,11313900
304542,2012-07-30,AMZN,237,236.089996,234.070007,240.740005,3736400
305012,2012-07-31,AMZN,235.100006,233.300003,231.610001,236.300003,3453600
305482,2012-08-01,AMZN,234.139999,232.089996,230.699997,234.380005,2543800
305952,2012-08-02,AMZN,230.559998,230.809998,228.660004,234.339996,3048100
306422,2012-08-03,AMZN,234.029999,234.970001,233.029999,236.490005,2825300
306892,2012-08-06,AMZN,235.559998,233.990005,233.809998,235.740005,1843700
307362,2012-08-07,AMZN,234.130005,236.559998,233.25,238,2058300
307832,2012-08-08,AMZN,235.289993,234.380005,233.589996,236.449997,1534300
308302,2012-08-09,AMZN,233.929993,234.059998,233.5,235.990005,1548100
308772,2012-08-10,AMZN,233.080002,232.75,231.429993,234.850006,1852500
309242,2012-08-13,AMZN,232.229996,232.440002,231,234.369995,1997300
309712,2012-08-14,AMZN,234.710007,233.190002,232.619995,236.720001,2751000
310182,2012-08-15,AMZN,232.259995,237.419998,232.25,238.139999,3264700
310652,2012-08-16,AMZN,237.720001,241.550003,236.199997,242.820007,4312100
311122,2012-08-17,AMZN,240.600006,241.169998,240.470001,243.350006,3085800
311592,2012-08-20,AMZN,241.369995,240.350006,238.199997,241.649994,1889900
312062,2012-08-21,AMZN,240.880005,239.449997,238.550003,243.850006,2571500
312532,2012-08-22,AMZN,239.399994,243.100006,238.800003,244.899994,2473700
313002,2012-08-23,AMZN,242.139999,241.199997,239.020004,243.479996,2453900
313472,2012-08-24,AMZN,241.679993,245.740005,241.360001,246.869995,3698800
313942,2012-08-27,AMZN,245.789993,243.919998,243.119995,247.5,2929700
314412,2012-08-28,AMZN,243.970001,246.110001,243,246.779999,2742300
314882,2012-08-29,AMZN,246.779999,247.119995,244.589996,247.610001,1772600
315352,2012-08-30,AMZN,246.990005,246.220001,245.25,250,3647500
315822,2012-08-31,AMZN,248.070007,248.270004,245.5,249.449997,3347500
316292,2012-09-04,AMZN,248.270004,247.880005,244.660004,251,3950800
316762,2012-09-05,AMZN,247.610001,246.220001,245.300003,248.610001,2652600
317232,2012-09-06,AMZN,248.229996,251.380005,247.199997,252.699997,5361400
317702,2012-09-07,AMZN,253.850006,259.140015,253.520004,259.420013,5029500
318172,2012-09-10,AMZN,259,257.089996,256.820007,260,2567200
318642,2012-09-11,AMZN,257.600006,255.669998,254.259995,257.600006,2524800
319112,2012-09-12,AMZN,256.5,255.630005,253.5,257.779999,2273200
319582,2012-09-13,AMZN,254.940002,260.23999,253.800003,262,3525600
320052,2012-09-14,AMZN,261.399994,261.269989,259.769989,264.109985,3666200
320522,2012-09-17,AMZN,261.25,258,257,261.25,2306300
320992,2012-09-18,AMZN,258.480011,258.75,257,260.5,2215000
321462,2012-09-19,AMZN,259.450012,261.679993,258.529999,262.839996,2636800
321932,2012-09-20,AMZN,260.029999,260.809998,258,260.869995,2913600
322402,2012-09-21,AMZN,261.73999,257.470001,256.73999,262,6059300
322872,2012-09-24,AMZN,255.220001,254.800003,253,255.600006,2707900
323342,2012-09-25,AMZN,256.329987,252.460007,251.029999,258.950012,4405800
323812,2012-09-26,AMZN,252.399994,249.669998,248.229996,254.610001,2920500
324282,2012-09-27,AMZN,250.539993,256.589996,250.520004,257.399994,3397400
324752,2012-09-28,AMZN,256.140015,254.320007,253.199997,257,2456600
325222,2012-10-01,AMZN,255.399994,252.009995,250.490005,256.160004,2581200
325692,2012-10-02,AMZN,252.800003,250.600006,249.029999,253.149994,2195800
326162,2012-10-03,AMZN,251.210007,255.919998,249.559998,256.100006,2745600
326632,2012-10-04,AMZN,256.01001,260.470001,255.869995,261.519989,2700400
327102,2012-10-05,AMZN,261.200012,258.51001,257.48999,261.899994,2806500
327572,2012-10-08,AMZN,257.670013,259.059998,255.559998,259.799988,1762300
328042,2012-10-09,AMZN,258.670013,250.960007,250.729996,259.350006,3494800
328512,2012-10-10,AMZN,252,244.990005,244.009995,252.460007,3948300
328982,2012-10-11,AMZN,248,244.220001,241.889999,249.300003,3447300
329452,2012-10-12,AMZN,243.179993,242.360001,241.910004,245.460007,2203200
329922,2012-10-15,AMZN,242.850006,244.179993,238.509995,244.779999,2959800
330392,2012-10-16,AMZN,244.869995,243.940002,242.080002,245.770004,2204100
330862,2012-10-17,AMZN,243.369995,247.490005,243.300003,248.800003,3302700
331332,2012-10-18,AMZN,247.770004,244.850006,242.699997,250.910004,5305300
331802,2012-10-19,AMZN,245.160004,240,238.940002,246.820007,4395300
332272,2012-10-22,AMZN,238.809998,233.779999,232.320007,238.949997,4500000
332742,2012-10-23,AMZN,231.050003,234.309998,230.009995,236.5,4430800
333212,2012-10-24,AMZN,235.880005,228.490005,227.949997,235.940002,3678700
333682,2012-10-25,AMZN,230.919998,222.919998,222.919998,230.919998,6741300
334152,2012-10-26,AMZN,228.600006,238.240005,226.690002,238.710007,11367500
334622,2012-10-31,AMZN,236.320007,232.889999,230.5,238.699997,4797600
335092,2012-11-01,AMZN,234.229996,232.139999,231.339996,234.550003,3905100
335562,2012-11-02,AMZN,234.009995,232.419998,232.110001,237.399994,3374700
336032,2012-11-05,AMZN,232.039993,234.330002,230.110001,234.830002,1846100
336502,2012-11-06,AMZN,235.410004,237.559998,234.449997,237.75,2661300
336972,2012-11-07,AMZN,235.649994,232.059998,229.419998,235.660004,3624200
337442,2012-11-08,AMZN,232.220001,227.350006,227.100006,233.449997,2982400
337912,2012-11-09,AMZN,226.259995,226.309998,224.600006,230.970001,3092500
338382,2012-11-12,AMZN,226.589996,226.470001,225.410004,229.220001,2128800
338852,2012-11-13,AMZN,225.119995,226.600006,224.710007,227.899994,2629800
339322,2012-11-14,AMZN,226.5,222.949997,222.509995,227.410004,3034100
339792,2012-11-15,AMZN,222.300003,220.600006,218.179993,225.160004,3404700
340262,2012-11-16,AMZN,221.309998,225.229996,218.639999,226.25,4352800
340732,2012-11-19,AMZN,228.320007,229.710007,227.449997,232.5,3591200
341202,2012-11-20,AMZN,230,233.779999,229.5,233.820007,2771700
341672,2012-11-21,AMZN,233.839996,238.029999,232.75,238.669998,2959300
342142,2012-11-23,AMZN,239.889999,239.880005,236.479996,240,1776800
342612,2012-11-26,AMZN,240.389999,243.619995,238,244.320007,4178300
